server_name,tool_name,parameter_name,schema_type,datatype,parameter_description,is_required
weather,weather_get_current_weather,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",Required
weather,weather_get_weather_forecast,days,Input,Number,"Number of days to forecast (1-7, default 7). Each day includes both day and night periods.",Optional
weather,weather_get_weather_forecast,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",Required
weather,weather_get_hourly_forecast,hours,Input,Number,"Number of hours to forecast (1-48, default 24). Provides temperature, conditions, and precipitation probability for each hour.",Optional
weather,weather_get_hourly_forecast,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",Required
weather,weather_get_weather_alerts,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees OR 2-letter state/territory code. Examples: '40.7128,-74.0060' for New York City, 'CA' for California, 'PR' for Puerto Rico. Valid state codes: AL, AK, AS, AR, AZ, CA, CO, CT, DE, DC, FL, GA, GU, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VT, VI, VA, WA, WV, WI, WY, MP, PW, FM, MH.",Required
weather,weather_get_weather_alerts,severity,Input,String,"Filter by alert severity: 'extreme' (life-threatening), 'severe' (significant threat), 'moderate' (possible threat), 'minor' (minimal threat), or 'all' (default - shows all active alerts).",Optional
weather,weather_find_weather_stations,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",Required
weather,weather_find_weather_stations,limit,Input,Number,"Maximum number of stations to return (1-20, default 10). Stations are returned ordered by distance from the specified location.",Optional
weather,weather_get_local_time,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City.",Required
weather-data,weather-data_weather_current,aqi,Input,String,,Optional
weather-data,weather-data_weather_current,q,Input,String,,Required
weather-data,weather-data_weather_forecast,alerts,Input,String,,Optional
weather-data,weather-data_weather_forecast,days,Input,Integer,,Optional
weather-data,weather-data_weather_forecast,aqi,Input,String,,Optional
weather-data,weather-data_weather_forecast,q,Input,String,,Required
weather-data,weather-data_weather_history,dt,Input,String,,Required
weather-data,weather-data_weather_history,q,Input,String,,Required
weather-data,weather-data_weather_alerts,q,Input,String,,Required
weather-data,weather-data_weather_airquality,q,Input,String,,Required
weather-data,weather-data_weather_astronomy,dt,Input,String,,Required
weather-data,weather-data_weather_astronomy,q,Input,String,,Required
weather-data,weather-data_weather_search,q,Input,String,,Required
weather-data,weather-data_weather_timezone,q,Input,String,,Required
weather-data,weather-data_weather_sports,q,Input,String,,Required
whois,whois_whois_domain,domain,Input,String,,Required
whois,whois_whois_tld,tld,Input,String,,Required
whois,whois_whois_ip,ip,Input,String,,Required
whois,whois_whois_as,asn,Input,String,,Required
wikipedia,wikipedia_search_wikipedia,query,Input,String,,Required
wikipedia,wikipedia_search_wikipedia,limit,Input,Integer,,Optional
wikipedia,wikipedia_get_article,title,Input,String,,Required
wikipedia,wikipedia_get_summary,title,Input,String,,Required
wikipedia,wikipedia_summarize_article_for_query,title,Input,String,,Required
wikipedia,wikipedia_summarize_article_for_query,query,Input,String,,Required
wikipedia,wikipedia_summarize_article_for_query,max_length,Input,Integer,,Optional
wikipedia,wikipedia_summarize_article_section,title,Input,String,,Required
wikipedia,wikipedia_summarize_article_section,section_title,Input,String,,Required
wikipedia,wikipedia_summarize_article_section,max_length,Input,Integer,,Optional
wikipedia,wikipedia_extract_key_facts,topic_within_article,Input,String,,Optional
wikipedia,wikipedia_extract_key_facts,title,Input,String,,Required
wikipedia,wikipedia_extract_key_facts,count,Input,Integer,,Optional
wikipedia,wikipedia_get_related_topics,title,Input,String,,Required
wikipedia,wikipedia_get_related_topics,limit,Input,Integer,,Optional
wikipedia,wikipedia_get_sections,title,Input,String,,Required
wikipedia,wikipedia_get_links,title,Input,String,,Required
